CustomerKey,GeographyKey,CustomerAlternateKey,Full_Name,BirthDate,Gender,EmailAddress,AddressLine1,Phone,City,StateProvinceName,Country
16296,190,AW00016296,Sydney White,1969-06-19,Female,sydney75@adventure-works.com,"57, rue Montcalm",1 (11) 500 555-0159,Villeneuve-d'Ascq,Nord,France
16297,131,AW00016297,Deanna Garcia,1974-09-08,Female,deanna18@adventure-works.com,Zollstr 68,1 (11) 500 555-0190,Frankfurt,Hessen,Germany
16298,147,AW00016298,Adrienne Sanz,1968-11-12,Female,adrienne16@adventure-works.com,Kulmer Straße 242,1 (11) 500 555-0140,Hamburg,Hamburg,Germany
16299,161,AW00016299,Alison Tang,1983-05-24,Female,alison3@adventure-works.com,Nonnendamm 6999,1 (11) 500 555-0131,Solingen,Nordrhein-Westfalen,Germany
16300,269,AW00016300,Orlando Martin,1983-05-10,Male,orlando1@adventure-works.com,7064 Alpha Way,1 (11) 500 555-0138,Stoke-on-Trent,England,United Kingdom
16301,191,AW00016301,Omar Cai,1982-08-06,Male,omar20@adventure-works.com,"2, avenue de Norvege",1 (11) 500 555-0136,Boulogne-sur-Mer,Pas de Calais,France
16302,185,AW00016302,Rosa Zeng,1985-05-11,Female,rosa22@adventure-works.com,"905, boulevard d´Albi",1 (11) 500 555-0129,Croix,Nord,France
16303,127,AW00016303,Tracy Yuan,1985-03-06,Female,tracy6@adventure-works.com,Rehstr 1235,1 (11) 500 555-0188,Darmstadt,Hessen,Germany
16304,127,AW00016304,Justin Moore,1985-04-14,Male,justin39@adventure-works.com,Welt Platz 9,1 (11) 500 555-0176,Darmstadt,Hessen,Germany
16305,121,AW00016305,Stanley Gonzalez,1985-03-22,Male,stanley20@adventure-works.com,Am Karlshof 75,1 (11) 500 555-0130,Ingolstadt,Bayern,Germany
16306,270,AW00016306,Kristine Romero,1984-08-17,Female,kristine10@adventure-works.com,9779 Shuey Ave.,1 (11) 500 555-0179,W. York,England,United Kingdom
16307,135,AW00016307,Kelli Sun,1974-06-03,Female,kelli14@adventure-works.com,Haberstr 46,1 (11) 500 555-0123,Salzgitter,Hessen,Germany
16308,268,AW00016308,Sheena Chander,1974-04-23,Female,sheena14@adventure-works.com,165 Showtime Court,1 (11) 500 555-0145,Liverpool,England,United Kingdom
16309,128,AW00016309,Desiree Ortega,1968-03-20,Female,desiree18@adventure-works.com,Postfach 11 09 00,1 (11) 500 555-0163,Dresden,Hessen,Germany
16310,186,AW00016310,Diana Rubio,1973-02-28,Female,diana20@adventure-works.com,"48, rue de la Comédie",1 (11) 500 555-0116,Dunkerque,Nord,France
16311,250,AW00016311,Carl Beck,1973-10-06,Male,carl19@adventure-works.com,5925 Rain Drop Circle,1 (11) 500 555-0116,London,England,United Kingdom
16312,217,AW00016312,Bethany Beck,1983-07-20,Female,bethany1@adventure-works.com,"11, avenue du Président-Kennedy",1 (11) 500 555-0155,Paris La Defense,Hauts de Seine,France
16313,160,AW00016313,Hailey Russell,1983-09-23,Female,hailey40@adventure-works.com,Husemann Straße 7574,1 (11) 500 555-0191,Paderborn,Nordrhein-Westfalen,Germany
16314,269,AW00016314,Gabriel Ross,1983-10-22,Male,gabriel1@adventure-works.com,9746 Hill Ct,1 (11) 500 555-0144,Stoke-on-Trent,England,United Kingdom
16315,196,AW00016315,Garrett Richardson,1983-01-19,Male,garrett14@adventure-works.com,"84, rue Philibert-Delorme",1 (11) 500 555-0164,Paris,Seine (Paris),France
16316,164,AW00016316,Kelli Hu,1983-04-23,Female,kelli20@adventure-works.com,Königsteiner Straße 990,1 (11) 500 555-0137,Berlin,Saarland,Germany
16317,263,AW00016317,Joel Raman,1983-03-23,Male,joel11@adventure-works.com,9546 Cardinal Ct.,1 (11) 500 555-0178,Oxford,England,United Kingdom
16318,272,AW00016318,Kellie Moreno,1982-12-06,Female,kellie5@adventure-works.com,5399 Red Maple Ct.,1 (11) 500 555-0135,Warrington,England,United Kingdom
16319,220,AW00016319,Joy Ortega,1982-05-21,Female,joy19@adventure-works.com,"222, rue des Pyrenees",1 (11) 500 555-0173,Bobigny,Seine Saint Denis,France
16320,186,AW00016320,Rachel Simmons,1981-09-01,Female,rachel63@adventure-works.com,"87, cours Mirabeau",1 (11) 500 555-0140,Dunkerque,Nord,France
16321,231,AW00016321,Ruth Malhotra,1985-10-21,Female,ruth9@adventure-works.com,7058 Crestwood Circle,1 (11) 500 555-0191,Billericay,England,United Kingdom
16322,217,AW00016322,Gloria Dominguez,1980-03-16,Female,gloria13@adventure-works.com,Midi-Couleurs,1 (11) 500 555-0170,Paris La Defense,Hauts de Seine,France
16323,209,AW00016323,Dustin Raje,1980-10-02,Male,dustin14@adventure-works.com,"211bis, rue des Peupliers",1 (11) 500 555-0180,Versailles,Yveline,France
16324,231,AW00016324,Juan Romero,1986-03-15,Male,juan1@adventure-works.com,4264 Oak Creek Ct.,1 (11) 500 555-0158,Billericay,England,United Kingdom
16325,267,AW00016325,Emma Williams,1919-03-10,Female,emma1@adventure-works.com,2427 Marvello Lane,1 (11) 500 555-0182,Runcorn,England,United Kingdom
16326,142,AW00016326,Jésus Romero,1978-07-17,Male,jésus8@adventure-works.com,Helsenbergbogen 65,1 (11) 500 555-0116,Bonn,Hamburg,Germany
16327,135,AW00016327,Darren Diaz,1984-03-02,Male,darren24@adventure-works.com,Kampstr 6246,1 (11) 500 555-0120,Salzgitter,Hessen,Germany
16328,274,AW00016328,Maurice Rai,1978-08-15,Male,maurice18@adventure-works.com,6671 Del Rey St.,1 (11) 500 555-0191,West Sussex,England,United Kingdom
16329,247,AW00016329,Jamie Ye,1984-12-09,Female,jamie12@adventure-works.com,2423 Brookview Dr.,1 (11) 500 555-0165,London,England,United Kingdom
16330,207,AW00016330,Luke Simmons,1979-01-03,Male,luke4@adventure-works.com,"783, cours Mirabeau",1 (11) 500 555-0132,Chatou,Yveline,France
16331,56,AW00016331,Erin Richardson,1982-09-09,Female,erin14@adventure-works.com,9684 Rahn Court,994-555-0111,Newton,British Columbia,Canada
16332,8,AW00016332,Joan Vazquez,1954-04-03,Female,joan17@adventure-works.com,5736 Monument Blvd,1 (11) 500 555-0135,Matraville,New South Wales,Australia
16333,616,AW00016333,Caleb Hill,1982-08-21,Male,caleb43@adventure-works.com,1439 N. Michell Canyon Rd.,490-555-0125,Everett,Washington,United States
16334,546,AW00016334,Natalie Bailey,1983-06-11,Female,natalie9@adventure-works.com,6790 Loma Linda,170-555-0110,Oregon City,Oregon,United States
16335,298,AW00016335,Kristen Lu,1983-02-22,Female,kristen10@adventure-works.com,6521 D Bel Air Dr,175-555-0145,Bellflower,California,United States
16336,315,AW00016336,Jonathan Wright,1982-12-06,Male,jonathan51@adventure-works.com,5101 Camino Peral,164-555-0112,Downey,California,United States
16337,316,AW00016337,Jose White,1983-01-03,Male,jose74@adventure-works.com,8371 Shenandoah Drive,123-555-0138,El Cajon,California,United States
16338,23,AW00016338,Barbara Zhang,1954-09-15,Female,barbara10@adventure-works.com,39 Southbrook Drive,1 (11) 500 555-0134,Gold Coast,Queensland,Australia
16339,27,AW00016339,Seth Davis,1955-10-30,Male,seth5@adventure-works.com,5118 Colorado Dr,1 (11) 500 555-0192,Townsville,Queensland,Australia
16340,329,AW00016340,Sean Mitchell,1986-06-23,Male,sean43@adventure-works.com,8489 Barbie Dr.,849-555-0141,Imperial Beach,California,United States
16341,25,AW00016341,Lacey Raji,1957-05-25,Female,lacey10@adventure-works.com,2965 Liscome Way,1 (11) 500 555-0153,Hervey Bay,Queensland,Australia
16342,33,AW00016342,Gregory Jai,1962-04-05,Male,gregory14@adventure-works.com,3445 Fine Drive,1 (11) 500 555-0142,Cranbourne,Victoria,Australia
16343,17,AW00016343,Joel Malhotra,1968-02-17,Male,joel4@adventure-works.com,3711 Cambridge Drive,1 (11) 500 555-0113,St. Leonards,New South Wales,Australia
16344,368,AW00016344,Xavier King,1985-11-15,Male,xavier25@adventure-works.com,7020 Mayette Avenue,569-555-0134,Santa Cruz,California,United States
16345,19,AW00016345,Francis Ramos,1959-04-23,Male,francis15@adventure-works.com,1725 La Salle Ave.,1 (11) 500 555-0169,Wollongong,New South Wales,Australia
16346,9,AW00016346,Marc Navarro,1964-06-10,Male,marc14@adventure-works.com,2324 Cherry Street,1 (11) 500 555-0116,Milsons Point,New South Wales,Australia
16347,14,AW00016347,Raul Sharma,1958-12-01,Male,raul8@adventure-works.com,8335 Elm Rd.,1 (11) 500 555-0164,Rhodes,New South Wales,Australia
16348,4,AW00016348,Roy Raman,1960-01-01,Male,roy12@adventure-works.com,5246 Premier Place,1 (11) 500 555-0136,Goulburn,New South Wales,Australia
16349,32,AW00016349,Levi Sai,1959-10-13,Male,levi5@adventure-works.com,2702 Alan Dr.,1 (11) 500 555-0175,Bendigo,Victoria,Australia
16350,18,AW00016350,Fernando Thompson,1965-02-10,Male,fernando14@adventure-works.com,5891 Quail Court,1 (11) 500 555-0144,Sydney,New South Wales,Australia
16351,26,AW00016351,Martha Xu,1960-01-04,Female,martha12@adventure-works.com,7418 Jumping St.,1 (11) 500 555-0118,Rockhampton,Queensland,Australia
16352,4,AW00016352,Tiffany Gao,1965-08-02,Female,tiffany15@adventure-works.com,3549 Peachwillow St.,1 (11) 500 555-0199,Goulburn,New South Wales,Australia
16353,611,AW00016353,Alejandro Xu,1981-05-06,Male,alejandro31@adventure-works.com,8782 Palisade Court,993-555-0143,Bremerton,Washington,United States
16354,627,AW00016354,Janet Torres,1980-08-06,Female,janet30@adventure-works.com,8981 Stafford Ave,499-555-0191,Marysville,Washington,United States
16355,307,AW00016355,Sam Foster,1980-12-24,Female,sam2@adventure-works.com,4037 Kiska Court,461-555-0156,Chula Vista,California,United States
16356,352,AW00016356,Sophia Baker,1981-06-16,Female,sophia15@adventure-works.com,2532 Jacqueline Drive,199-555-0115,Palo Alto,California,United States
16357,336,AW00016357,Margaret Russell,1980-03-15,Female,margaret5@adventure-works.com,5498 Treat Blvd.,268-555-0160,Lincoln Acres,California,United States
16358,69,AW00016358,Samuel Jai,1979-07-08,Male,samuel29@adventure-works.com,3011 Normal Avenue,441-555-0132,Victoria,British Columbia,Canada
16359,553,AW00016359,Shelby Richardson,1959-09-08,Female,shelby10@adventure-works.com,8403 Reality Drive,927-555-0154,Woodburn,Oregon,United States
16360,648,AW00016360,Justin Garcia,1960-01-30,Male,justin44@adventure-works.com,4860 Charlotte Court,961-555-0125,Yakima,Washington,United States
16361,372,AW00016361,Wyatt White,1960-11-06,Male,wyatt13@adventure-works.com,2479 Killdeer Court,698-555-0113,Spring Valley,California,United States
16362,348,AW00016362,Joshua Smith,1960-10-29,Male,joshua2@adventure-works.com,7616 Honey Court,431-555-0199,Oakland,California,United States
16363,52,AW00016363,Melanie Ramirez,1960-08-30,Female,melanie32@adventure-works.com,3131 San Miguel Circle,328-555-0112,Langley,British Columbia,Canada
16364,307,AW00016364,Shawna Yuan,1960-11-07,Female,shawna7@adventure-works.com,4683 Joseph Ave,159-555-0133,Chula Vista,California,United States
16365,59,AW00016365,Jenna Young,1961-01-15,Female,jenna23@adventure-works.com,24 Jennifer Way,296-555-0190,Oak Bay,British Columbia,Canada
16366,49,AW00016366,Isabelle Henderson,1972-01-02,Female,isabelle5@adventure-works.com,5799 Abbey Court,112-555-0156,Cliffside,British Columbia,Canada
16367,536,AW00016367,Emily Williams,1977-05-24,Female,emily2@adventure-works.com,6512 Cypress Ave,394-555-0153,Beaverton,Oregon,United States
16368,635,AW00016368,Lauren Williams,1966-11-04,Female,lauren20@adventure-works.com,7545 Stanford Way,150-555-0146,Renton,Washington,United States
16369,616,AW00016369,Isabel Powell,1967-08-23,Female,isabel9@adventure-works.com,3794 Trees Drive,795-555-0110,Everett,Washington,United States
16370,49,AW00016370,Molly Gonzalez,1967-01-22,Female,molly17@adventure-works.com,9297 Mauna Kea Court,158-555-0153,Cliffside,British Columbia,Canada
16371,311,AW00016371,Caleb Diaz,1961-09-11,Male,caleb18@adventure-works.com,5238 MountainAire Parkway,604-555-0176,Concord,California,United States
16372,336,AW00016372,Vanessa Foster,1974-01-29,Female,vanessa17@adventure-works.com,205 Park Blvd.,545-555-0122,Lincoln Acres,California,United States
16373,623,AW00016373,Sara Cook,1962-10-20,Female,sara23@adventure-works.com,3178 Fieldbrook Pl.,155-555-0127,Kirkland,Washington,United States
16374,553,AW00016374,Edward Phillips,1963-06-14,Male,edward17@adventure-works.com,8501 Boatwright Ln.,624-555-0184,Woodburn,Oregon,United States
16375,372,AW00016375,Gabriella Hernandez,1968-08-19,Female,gabriella42@adventure-works.com,5689 Almondtree Circle,165-555-0161,Spring Valley,California,United States
16376,609,AW00016376,Maria Wright,1963-06-06,Female,maria61@adventure-works.com,1416 Melody Drive,160-555-0196,Bellingham,Washington,United States
16377,338,AW00016377,Jordan Adams,1969-09-21,Female,jordan44@adventure-works.com,7370 Rolling Green Circle,354-555-0139,Los Angeles,California,United States
16378,553,AW00016378,Hailey Baker,1963-09-15,Female,hailey56@adventure-works.com,2359 Virgil St.,285-555-0164,Woodburn,Oregon,United States
16379,310,AW00016379,Marc Jimenez,1969-09-21,Male,marc9@adventure-works.com,7370 Rolling Green Circle,729-555-0114,Colma,California,United States
16380,64,AW00016380,Mariah Torres,1975-04-19,Female,mariah28@adventure-works.com,1483 Browse Street,726-555-0143,Shawnee,British Columbia,Canada
16381,612,AW00016381,Kayla Davis,1963-12-01,Female,kayla5@adventure-works.com,7888 Creed Ave.,772-555-0193,Burien,Washington,United States
16382,642,AW00016382,Jennifer Davis,1963-12-01,Female,jennifer33@adventure-works.com,8569 W St.,318-555-0180,Tacoma,Washington,United States
16383,355,AW00016383,Brian Kelly,1963-10-25,Male,brian14@adventure-works.com,1454 Hillridge Way,312-555-0112,Redwood City,California,United States
16384,345,AW00016384,Jada Reed,1964-11-19,Female,jada12@adventure-works.com,2544 Ashley Way,878-555-0124,Newport Beach,California,United States
16385,368,AW00016385,James Perez,1965-06-15,Male,james62@adventure-works.com,9771 Amador Ct.,365-555-0177,Santa Cruz,California,United States
16386,279,AW00016386,Philip Moyer,1974-03-15,Male,philip7@adventure-works.com,4200 Mayda Way,1 (11) 500 555-0198,York,England,United Kingdom
16387,229,AW00016387,Douglas Vance,1974-04-24,Male,douglas7@adventure-works.com,1183 Royal Links Circle,1 (11) 500 555-0185,Berks,England,United Kingdom
16388,196,AW00016388,Jay Torres,1979-11-23,Male,jay41@adventure-works.com,"8, rue de la Comédie",1 (11) 500 555-0155,Paris,Seine (Paris),France
16389,164,AW00016389,Arturo Shen,1979-10-01,Male,arturo26@adventure-works.com,Erftplatz 99,1 (11) 500 555-0140,Berlin,Saarland,Germany
16390,172,AW00016390,Mario Nath,1973-08-25,Male,mario17@adventure-works.com,Lützowplatz 5700,1 (11) 500 555-0156,Offenbach,Saarland,Germany
16391,213,AW00016391,Sergio Suri,1979-11-01,Male,sergio0@adventure-works.com,"212, rue de Berri",1 (11) 500 555-0114,Verrieres Le Buisson,Essonne,France
16392,180,AW00016392,Kari Raman,1974-04-08,Female,kari12@adventure-works.com,"54, rue de Fontfroide",1 (11) 500 555-0127,Colomiers,Garonne (Haute),France
16393,224,AW00016393,Xavier Edwards,1985-01-06,Male,xavier41@adventure-works.com,"48, rue Montcalm",1 (11) 500 555-0141,Tremblay-en-France,Seine Saint Denis,France
16394,187,AW00016394,Bryan Bell,1978-06-03,Male,bryan14@adventure-works.com,"34, place Beaubernard",1 (11) 500 555-0171,Lille,Nord,France
16395,192,AW00016395,Tara Pal,1973-06-06,Female,tara12@adventure-works.com,"92, rue de Linois",1 (11) 500 555-0132,Paris,Seine (Paris),France
16396,149,AW00016396,Keith Rai,1972-10-14,Male,keith21@adventure-works.com,Alderstr 8429,1 (11) 500 555-0122,Mühlheim,Hamburg,Germany
16397,153,AW00016397,Andy Navarro,1978-04-10,Male,andy14@adventure-works.com,Königstr 387,1 (11) 500 555-0115,Berlin,Nordrhein-Westfalen,Germany
16398,189,AW00016398,Emmanuel Rana,1973-06-12,Male,emmanuel10@adventure-works.com,"45, rue Pierre-Demoulin",1 (11) 500 555-0166,Roubaix,Nord,France
16399,131,AW00016399,Arturo Xu,1973-04-15,Male,arturo29@adventure-works.com,Hunzinger Allee 193,1 (11) 500 555-0196,Frankfurt,Hessen,Germany
16400,222,AW00016400,Theodore Ramos,1978-03-06,Male,theodore18@adventure-works.com,"22, rue de l'Espace De Schengen",1 (11) 500 555-0146,Pantin,Seine Saint Denis,France
16401,250,AW00016401,Margaret Gao,1973-03-08,Female,margaret21@adventure-works.com,9828 Larch Ct,1 (11) 500 555-0122,London,England,United Kingdom
16402,262,AW00016402,Alexander Martin,1973-04-01,Male,alexander18@adventure-works.com,469 Robinson St.,1 (11) 500 555-0169,Oxford,England,United Kingdom
16403,217,AW00016403,Byron Suarez,1972-04-17,Male,byron13@adventure-works.com,"255, avenue Foch",1 (11) 500 555-0168,Paris La Defense,Hauts de Seine,France
16404,198,AW00016404,Raul Nara,1973-01-02,Male,raul14@adventure-works.com,"710, rue Surcouf",1 (11) 500 555-0146,Paris,Seine (Paris),France
16405,229,AW00016405,Adriana Sai,1972-10-05,Female,adriana6@adventure-works.com,2467 Clearland Circle,1 (11) 500 555-0150,Berks,England,United Kingdom
16406,262,AW00016406,Dakota Henderson,1978-11-10,Male,dakota4@adventure-works.com,8847 Gill Ct.,1 (11) 500 555-0159,Oxford,England,United Kingdom
16407,260,AW00016407,Colleen Zhao,1971-09-01,Female,colleen10@adventure-works.com,3082 Cowell Rd.,1 (11) 500 555-0196,Milton Keynes,England,United Kingdom
16408,201,AW00016408,Arthur Madan,1970-08-08,Male,arthur9@adventure-works.com,"4024, rue Surcouf",1 (11) 500 555-0192,Paris,Seine (Paris),France
16409,164,AW00016409,Ebony Moreno,1976-10-13,Female,ebony29@adventure-works.com,Reiherweg 5074,1 (11) 500 555-0176,Berlin,Saarland,Germany
16410,272,AW00016410,Joy Navarro,1970-04-18,Female,joy11@adventure-works.com,1512 Orangewood Ave.,1 (11) 500 555-0164,Warrington,England,United Kingdom
16411,172,AW00016411,Stanley Sanchez,1970-02-18,Male,stanley22@adventure-works.com,Herzogstr 5772,1 (11) 500 555-0134,Offenbach,Saarland,Germany
16412,185,AW00016412,Leah Liang,1980-12-05,Female,leah13@adventure-works.com,"99, avenue Reille",1 (11) 500 555-0139,Croix,Nord,France
16413,155,AW00016413,Julia Gonzalez,1936-11-03,Female,julia14@adventure-works.com,Postenweg 3138,1 (11) 500 555-0124,Bottrop,Nordrhein-Westfalen,Germany
16414,127,AW00016414,Kelly Flores,1969-12-15,Female,kelly17@adventure-works.com,Curieweg 3,1 (11) 500 555-0140,Darmstadt,Hessen,Germany
16415,224,AW00016415,Andre Patel,1969-12-15,Male,andre3@adventure-works.com,"3963, rue Lamarck",1 (11) 500 555-0177,Tremblay-en-France,Seine Saint Denis,France
16416,190,AW00016416,Brian Rivera,1975-05-14,Male,brian28@adventure-works.com,"44, rue du Départ",1 (11) 500 555-0195,Villeneuve-d'Ascq,Nord,France
16417,234,AW00016417,Noah Bryant,1975-08-29,Male,noah15@adventure-works.com,9875 Pheasant Drive,1 (11) 500 555-0182,Bury,England,United Kingdom
16418,202,AW00016418,Katrina Rai,1974-08-22,Female,katrina16@adventure-works.com,"25, rue des Berges",1 (11) 500 555-0159,Paris,Seine (Paris),France
16419,118,AW00016419,Lacey Simpson,1968-12-20,Female,lacey38@adventure-works.com,Auf Der Steige 2999,1 (11) 500 555-0183,Frankfurt,Bayern,Germany
16420,266,AW00016420,Eddie Alonso,1974-11-15,Male,eddie8@adventure-works.com,8394 Summertime Dr.,1 (11) 500 555-0168,Reading,England,United Kingdom
16421,219,AW00016421,Natasha Diaz,1974-10-06,Female,natasha3@adventure-works.com,"2, rue de Maubeuge",1 (11) 500 555-0116,Suresnes,Hauts de Seine,France
16422,174,AW00016422,Kurt Xu,1979-09-20,Male,kurt4@adventure-works.com,Welt Platz 6,1 (11) 500 555-0111,Saarbrücken,Saarland,Germany
16423,211,AW00016423,Sergio Madan,1938-11-20,Male,sergio8@adventure-works.com,"71, rue Faubourg St Antoine",1 (11) 500 555-0182,Les Ulis,Essonne,France
16424,200,AW00016424,Brandi Diaz,1972-01-15,Female,brandi3@adventure-works.com,"1001, rue des Bouchers",1 (11) 500 555-0189,Paris,Seine (Paris),France
16425,206,AW00016425,Lisa Lu,1971-08-15,Female,lisa15@adventure-works.com,"70, rue Georges-Clémenceau",1 (11) 500 555-0196,Roissy en Brie,Seine et Marne,France
16426,210,AW00016426,Jorge Ye,1972-01-08,Male,jorge11@adventure-works.com,"8, avenue de l´ Union Centrale",1 (11) 500 555-0111,Saint Ouen,Somme,France
16427,273,AW00016427,Kendra Alonso,1977-03-11,Female,kendra8@adventure-works.com,6886 Berry Dr.,1 (11) 500 555-0116,Watford,England,United Kingdom
16428,234,AW00016428,Ryan Ross,1968-09-24,Male,ryan6@adventure-works.com,1088 Ash Lane,1 (11) 500 555-0110,Bury,England,United Kingdom
16429,175,AW00016429,Jaclyn Luo,1973-10-12,Female,jaclyn29@adventure-works.com,Königstr 426,1 (11) 500 555-0162,Saarlouis,Saarland,Germany
16430,196,AW00016430,Franklin Rai,1971-02-04,Male,franklin34@adventure-works.com,"195, rue de Varenne",1 (11) 500 555-0177,Paris,Seine (Paris),France
16431,199,AW00016431,Jermaine Rodriguez,1976-08-30,Male,jermaine18@adventure-works.com,"5151, rue Saint-Lazare",1 (11) 500 555-0189,Paris,Seine (Paris),France
16432,207,AW00016432,John Garcia,1975-08-05,Male,john35@adventure-works.com,"2, avenue de la Gare",1 (11) 500 555-0118,Chatou,Yveline,France
16433,202,AW00016433,Mathew Dominguez,1975-05-24,Male,mathew8@adventure-works.com,"11, place de la République",1 (11) 500 555-0171,Paris,Seine (Paris),France
16434,171,AW00016434,Taylor Bailey,1970-04-03,Female,taylor9@adventure-works.com,Postfach 66 07 00,1 (11) 500 555-0127,Neunkirchen,Saarland,Germany
16435,261,AW00016435,Steven Cooper,1975-07-06,Male,steven18@adventure-works.com,7349 Macalven Dr.,1 (11) 500 555-0187,Newcastle upon Tyne,England,United Kingdom
16436,189,AW00016436,Ethan Henderson,1974-08-11,Male,ethan1@adventure-works.com,"534, rue Mazagran",1 (11) 500 555-0176,Roubaix,Nord,France
16437,244,AW00016437,Jésus Gutierrez,1983-04-23,Male,jésus10@adventure-works.com,5284 Dumbarton Dr.,1 (11) 500 555-0112,London,England,United Kingdom
16438,193,AW00016438,Kaitlin Arthur,1982-01-14,Female,kaitlin6@adventure-works.com,"34, rue des Rosiers",1 (11) 500 555-0116,Paris,Seine (Paris),France
16439,193,AW00016439,Dawn Deng,1985-04-24,Female,dawn25@adventure-works.com,"1, rue de Fontfroide",1 (11) 500 555-0194,Paris,Seine (Paris),France
16440,202,AW00016440,Jimmy Martin,1985-06-02,Male,jimmy2@adventure-works.com,"34, rue Philibert-Delorme",1 (11) 500 555-0151,Paris,Seine (Paris),France
16441,127,AW00016441,Jason Young,1984-09-08,Male,jason45@adventure-works.com,Reiherweg 54,1 (11) 500 555-0171,Darmstadt,Hessen,Germany
16442,131,AW00016442,Luke Gonzalez,1985-02-23,Male,luke40@adventure-works.com,Winterfeldtstr 2529,1 (11) 500 555-0167,Frankfurt,Hessen,Germany
16443,239,AW00016443,Dawn Gao,1984-09-04,Female,dawn17@adventure-works.com,3930 Sony Hill Circle,1 (11) 500 555-0144,Gloucestershire,England,United Kingdom
16444,267,AW00016444,Erika Carlson,1969-04-21,Female,erika15@adventure-works.com,6275 Bel Air Drive,1 (11) 500 555-0137,Runcorn,England,United Kingdom
16445,234,AW00016445,Caitlin Ward,1967-12-11,Female,caitlin10@adventure-works.com,3296 Tri-state Ave,1 (11) 500 555-0188,Bury,England,United Kingdom
16446,266,AW00016446,Kristine Munoz,1967-11-09,Female,kristine8@adventure-works.com,3970 Falcon Dr,1 (11) 500 555-0146,Reading,England,United Kingdom
16447,267,AW00016447,Kate Becker,1973-12-05,Female,kate17@adventure-works.com,9032 Santa Fe,1 (11) 500 555-0141,Runcorn,England,United Kingdom
16448,168,AW00016448,Cheryl Martin,1967-08-02,Female,cheryl2@adventure-works.com,Haberstr 328,1 (11) 500 555-0143,Kiel,Saarland,Germany
16449,233,AW00016449,Casey Browning,1983-08-14,Male,casey39@adventure-works.com,2599 Vine Hill Way,1 (11) 500 555-0178,Bracknell,England,United Kingdom
16450,187,AW00016450,Rebekah Gutierrez,1983-02-12,Female,rebekah31@adventure-works.com,9529 Oonegal Court,1 (11) 500 555-0128,Lille,Nord,France
16451,149,AW00016451,Karl Stone,1983-03-05,Male,karl0@adventure-works.com,Berliner Platz 1,1 (11) 500 555-0174,Mühlheim,Hamburg,Germany
16452,232,AW00016452,Cassie Luo,1983-05-21,Female,cassie4@adventure-works.com,9428 Mehaffey Way,1 (11) 500 555-0196,Birmingham,England,United Kingdom
16453,271,AW00016453,Mayra Chandra,1982-10-07,Female,mayra1@adventure-works.com,8614 Lagoon Court,1 (11) 500 555-0133,Warrington,England,United Kingdom
16454,274,AW00016454,Marco Suri,1982-12-03,Male,marco0@adventure-works.com,8510 G St.,1 (11) 500 555-0165,West Sussex,England,United Kingdom
16455,208,AW00016455,Deb Moreno,1917-02-09,Female,deb3@adventure-works.com,"99, rue du Départ",1 (11) 500 555-0144,Saint Germain en Laye,Yveline,France
16456,147,AW00016456,Larry Navarro,1981-01-09,Male,larry12@adventure-works.com,Kapellstr 4924,1 (11) 500 555-0117,Hamburg,Hamburg,Germany
16457,156,AW00016457,Kathleen Martin,1981-08-18,Female,kathleen2@adventure-works.com,Lindenalle 1854,1 (11) 500 555-0188,Braunschweig,Nordrhein-Westfalen,Germany
16458,132,AW00016458,Michele Ruiz,1982-06-18,Female,michele37@adventure-works.com,Pascalstr 24,1 (11) 500 555-0158,Hamburg,Hessen,Germany
16459,236,AW00016459,Carolyn Kapoor,1981-10-15,Female,carolyn2@adventure-works.com,9210 Camino Peral,1 (11) 500 555-0154,Cheltenham,England,United Kingdom
16460,277,AW00016460,Jodi Xu,1982-05-17,Female,jodi5@adventure-works.com,6594 Bent Tree Lane,1 (11) 500 555-0139,York,England,United Kingdom
16461,279,AW00016461,Rosa Wu,1981-08-05,Female,rosa7@adventure-works.com,939 Vista Del Diablo,1 (11) 500 555-0155,York,England,United Kingdom
16462,147,AW00016462,Marissa Gonzales,1980-10-14,Female,marissa14@adventure-works.com,Höhenstr 9449,1 (11) 500 555-0147,Hamburg,Hamburg,Germany
16463,155,AW00016463,Anna Murphy,1981-04-20,Female,anna10@adventure-works.com,Kappellweg 613,1 (11) 500 555-0182,Bottrop,Nordrhein-Westfalen,Germany
16464,260,AW00016464,Alan Liu,1979-11-15,Male,alan8@adventure-works.com,6885 Auburn,1 (11) 500 555-0111,Milton Keynes,England,United Kingdom
16465,231,AW00016465,Kara Goel,1980-04-30,Female,kara17@adventure-works.com,4511 L St.,1 (11) 500 555-0143,Billericay,England,United Kingdom
16466,127,AW00016466,Alisha Kumar,1979-12-13,Female,alisha32@adventure-works.com,Heiderweg 4983,1 (11) 500 555-0112,Darmstadt,Hessen,Germany
16467,242,AW00016467,Ronald Srini,1980-03-07,Male,ronald10@adventure-works.com,8459 Leed Court West,1 (11) 500 555-0159,Lancaster,England,United Kingdom
16468,198,AW00016468,Orlando Dominguez,1981-05-17,Male,orlando12@adventure-works.com,"95, avenue de l´ Union Centrale",1 (11) 500 555-0169,Paris,Seine (Paris),France
16469,188,AW00016469,Michele Tang,1981-05-18,Female,michele4@adventure-works.com,"70, place du Tertre",1 (11) 500 555-0161,Roncq,Nord,France
16470,269,AW00016470,Wesley Guo,1981-05-08,Male,wesley17@adventure-works.com,9353 Kirkwood Dr.,1 (11) 500 555-0164,Stoke-on-Trent,England,United Kingdom
